Champion,Skin Name,Skin ID,Has Chromas,Image URL
Akali,True Damage Akali,84015,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_15.jpg
Akali,K/DA ALL OUT Akali,84032,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_32.jpg
Akali,Crime City Nightmare Akali,84050,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_50.jpg
Akali,Prestige K/DA Akali (2022),84060,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_60.jpg
Akali,Star Guardian Akali,84061,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_61.jpg
Akali,DRX Akali,84068,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_68.jpg
Akali,Coven Akali,84070,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_70.jpg
Akali,Prestige Coven Akali,84071,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_71.jpg
Akali,Empyrean Akali,84082,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_82.jpg
Akshan,default,166000,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akshan_0.jpg
Akshan,Cyber Pop Akshan,166001,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akshan_1.jpg
Akshan,Crystal Rose Akshan,166010,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akshan_10.jpg
Akshan,Three Honors Akshan,166020,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akshan_20.jpg
Alistar,default,12000,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_0.jpg
Alistar,Black Alistar,12001,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_1.jpg
Alistar,Golden Alistar,12002,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_2.jpg
Alistar,Matador Alistar,12003,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_3.jpg
Alistar,Longhorn Alistar,12004,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_4.jpg
Alistar,Unchained Alistar,12005,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_5.jpg
Alistar,Infernal Alistar,12006,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_6.jpg
Alistar,Sweeper Alistar,12007,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_7.jpg
Alistar,Marauder Alistar,12008,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_8.jpg
Alistar,SKT T1 Alistar,12009,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_9.jpg
Alistar,Moo Cow Alistar,12010,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_10.jpg
Alistar,Hextech Alistar,12019,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_19.jpg
Alistar,Conqueror Alistar,12020,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_20.jpg
Alistar,Blackfrost Alistar,12022,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_22.jpg
Alistar,Lunar Beast Alistar,12029,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_29.jpg
Ambessa,default,799000,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ambessa_0.jpg
Ambessa,Chosen of the Wolf Ambessa,799001,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ambessa_1.jpg
Amumu,default,32000,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_0.jpg
Amumu,Pharaoh Amumu,32001,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_1.jpg
Amumu,Vancouver Amumu,32002,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_2.jpg
Amumu,Emumu,32003,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_3.jpg
Amumu,Re-Gifted Amumu,32004,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_4.jpg
Amumu,Almost-Prom King Amumu,32005,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_5.jpg
Amumu,Little Knight Amumu,32006,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_6.jpg
Amumu,Sad Robot Amumu,32007,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_7.jpg
